"US","42.77889","-71.509445","Nashua"
"SH","-7.966667","-14.4","Georgetown"
"JP","28.431522","129.70793","Amami O Shima"
"CI","6.816667","-5.283333","Yamoussoukro"
"US","32.55","-94.38333","Marshall"
"ER","15.291111","38.91028","Asmara"
"US","33.433334","-86.1","Talladega"
"ET","10.047222","34.536667","Asosa"
"AU","-23.7002104","133.8806114","Alice Springs"
"US","39.466667","-117.166664","Austin"
"TR","38.7742","35.490707","Kayseri"
"US","46.15972","-123.88","Astoria"
"PY","-25.241795","-57.513794","Asuncion"
"KE","-2.633333","37.25","Amboseli"
"EG","23.968021","32.824818","Aswan"
"US","46.55","-90.916664","Ashland"
"US","46.033333","-99.36667","Ashley"
"PG","-5.866667","150.36667","Asirim"
"PE","-9.347222","-77.6","Anta"
"SD","17.716667","34.016666","Atbara"
"BS","24.62861","-75.67139","Arthur's Town"
"SB","-8.866667","161.03334","Atoifi"
"US","34.233334","-95.61667","Antlers"
"EC","-1.083333","-78.7","Ambato"
"PK","33.9","72.25","Attock"
"GR","37.93635","23.946486","Athens"
"UY","-30.4","-56.50833","Artigas"
"MG","-19.85","47.016666","Antsirabe"
"US","70.5","-157.33333","Atqasuk"
"US","33.7489954","-84.3879824","Atlanta"
"BR","-3.2","-52.216667","Altamira"
"PG","-3.666667","152.46666","Namatanai"
"US","39.333332","-82.1","Athens"
"PG","-3.166667","142.28334","Aitape"
"IN","31.706741","74.8073","Amritsar"
"MR","20.499443","-13.046389","Atar"
"US","32.84833","-104.46694","Artesia"
"US","60.866943","-162.2675","Atmautluak"
"US","52.825832","173.17278","Attu Island"
"TD","13.242222","18.3075","Ati"
"US","44.26011","-88.50994","Appleton"
"KZ","51.88333","68.4","Atbasar"
"US","44.90889","-97.15417","Watertown (South Dakota)"
"EG","27.033333","31","Assiut"
"AW","12.502222","-70.013885","Aruba"
"BR","-5.766667","-63.35","Itauba"
"CO","7.071667","-70.7425","Arauca"
"AU","-18.506945","139.88167","Augustus Downs"
"EG","28.9","33.183334","Abu Rudeis"
"FR","47.85","3.5","Auxerre"
"US","44.318054","-69.79667","Augusta"
"AE","24.4666667","54.3666667","Abu Dhabi"
"PG","-1.458333","143.075","Aua Island"
"PG","-4.25","142.85","Ambunti"
"US","62.689167","-164.61084","Alakanuk"
"MH","8.133333","171.16667","Aur Island"
"US","43.666668","-92.98333","Austin"
"US","38.9","-121.066666","Auburn"
"US","32.63333","-85.5","Auburn"
"PG","-9.983333","149.58333","Agaun"
"PF","-9.769324","-139.00978","Atuona"
"FR","44.8975","2.418056","Aurillac"
"US","30.267153","-97.7430608","Austin (Texas)"
"ID","-8.216667","125.583336","Atauro"
"AU","-13.166667","142.25","Aurukun Mission"
"PG","-5.716667","148.43333","Aumo"
"US","44.923332","-89.623055","Wausau"
"BR","-7.2","-48.2","Araguaina"
"VU","-20.333332","169.66667","Aneityum"
"US","41.75","-88.316666","Aurora"
"CN","26.257221","105.87278","An Shun"
"IT","46.033333","12.6","Aviano"
"FR","0","0","Avoriaz"
"AU","-15.65","130.01666","Auvergne"
"CU","22.025","-78.79139","Ciego De Avila"
"MN","46.266666","102.78333","Arvaikheer"
"US","35.43508","-82.537315","Asheville"
"FR","43.949317","4.805528","Avignon"
"US","27.6","-81.51667","Avon Park"
"US","41.2459149","-75.8813075","Scranton"
"SB","-9.833333","160.38333","Avu Avu"
"US","33.3408333","-118.3277778","Catalina Island"
"ET","7.061111","38.4875","Awassa"
"PG","-8.016667","142.75","Awaba"
"VU","-19.25","169.5","Aniwa"
"GA","-0.75","9.45","Alowe"
"ET","0","0","Awareh"
"UM","19.283333","166.63333","Wake Island"
"US","35.13333","-90.183334","West Memphis"
"AU","-26.25","138.66667","Alton Downs"
"AU","-20.5","137.75","Austral Downs"
"PG","-4.124167","144.87029","Awar"
"IR","31.34292","48.74668","Ahwaz"
"AI","18.216667","-63.066666","Anguilla"
"US","44.2525","-75.90139","Alexandria Bay"
"AU","-22.958055","145.2425","Aramac"
"GR","40.856785","25.944893","Alexandroupolis"
"BR","-26.883333","-52.38333","Xanxere"
"US","43.066666","-94.23333","Algona"
"YE","13.866667","46.3","Ataq"
"AU","-19.083332","136.66667","Alexandria"
"CO","4.452869","-75.76804","Armenia"
"US","45.86722","-95.394165","Alexandria"
"BS","22.45","-73.96667","Spring Point"
"PF","-15.25","-146.75","Arutua"
"JP","39.61177","140.22015","Akita"
"ET","14.120833","38.716667","Axum"
"US","40.566666","-84.2","Wapakoneta"
"US","36.416668","-105.28333","Angel Fire"
"CO","8.316667","-75.15","Ayapel"
"CO","8.6","-73.61667","Ayacucho"
"AU","-19.3","135.95","Alroy Downs"
"CO","1.533333","-73.933334","Yaguara"
"GB","0","0","Alconbury"
"CO","-0.333333","-72.333336","Yari"
"KZ","50.316666","66.96667","Arkalyk"
"AU","-18.033333","135.53334","Anthony Lagoon"
"CN","36.1","114.35","Anyang"
"PY","-27.366667","-56.85","Ayolas"
"PE","-13.197222","-74.24722","Ayacucho"
"AU","-25.190878","130.97658","Ayers Rock"
"AU","-19.596666","147.32445","Ayr"
"US","31.248611","-82.39667","Waycross"
"TR","36.89928","30.80135","Antalya"
"PG","-6.333333","145.9","Aiyura"
"ID","-1.2","132.5","Ayawasi"
"US","40.666668","-73.416664","Amityville"
"PG","-10.15","148.81667","Amazon Bay"
"IR","31.903603","54.283264","Yazd"
"MX","19.068056","-102.352776","Apatzingan"
"BR","0","0","Sapezal"
"UZ","40.733334","72.3","Andizhan"
"US","42.239964","-85.55656","Kalamazoo"
"DZ","27.883333","-0.283333","Adrar"
"DO","19.270555","-69.736946","Samana"
"CO","6.866667","-73.25","Zapatoca"
"AO","-7.883333","13.15","Ambriz"
"PG","-5.316667","151.03334","Bialla"
"CO","4.583333","-72.96667","Barranca De Upia"
"FR","44.38333","6.666667","Barcelonnette"
"US","42.13333","-72.75","Westfield"
"PH","16.376667","120.617775","Baguio"
"BH","26.26918","50.62605","Bahrain"
"CR","9.166667","-83.333336","Buenos Aires"
"PG","-4.833333","149.13333","Bali"
"AZ","40.4349504","49.8676232","Baku"
"TR","37.916668","41.083332","Batman"
"US","40.63333","-116.933334","Battle Mountain"
"CD","-4.313333","20.428057","Basongo"
"TH","17.385","102.79278","Ban Mak Khaen"
"PG","-10.333333","149.75","Baibara"
"CO","10.886398","-74.77618","Barranquilla"
"US","55.333332","-133.6","Baker Island"
"SB","-6.983333","155.88333","Balalae"
"BR","-20.55","-48.55","Barretos"
"BR","0","0","Bauru"
"CN","40.563328","110.0009","Baotou"
"GA","-0.666667","146.35","Biawonque"
"RU","53.361088","83.547646","Barnaul"
"RO","47.65","23.466667","Baia Mare"
"BR","-0.966944","-62.933613","Barbelos"
"CL","-45.916668","-71.695","Balmaceda"
"US","45.316666","-95.6","Benson"
"US","28.983334","-95.96667","Bay City"
"US","31.133333","-99.333336","Brady"
"AU","0","0","Big Bell"
"US","42.5","-71.183334","Burlington"
"KI","3.166667","172.75","Butaritari"
"DE","54.3630771","12.7249198","Barth"
"IN","20.252853","85.81738","Bhubaneswar"
"DE","49.966667","6.516667","Bitburg"
"BW","-17.816668","25.15","Kasane"
"IR","0","0","Babolsar"
"KH","13.116667","103.2","Battambang"
"MY","3.683333","115.46667","Bario"
"SO","10.419444","45.00639","Berbera"
"GB","50.683334","-1.083333","Bembridge"
"AG","17.555555","-61.765","Barbuda"
"GP","16.01639","-61.739445","Basse Terre"
"GB","51.333332","-0.85","Blackbush"
"CF","4.219167","15.788056","Berberati"
"CI","4.666667","-6.95","Bereby"
"US","41.4","-99.63333","Broken Bow"
"US","40.136665","-75.2675","Blue Bell"
"CF","5.845833","20.649721","Bambari"
"ZM","-13.537222","23.11","Zambezi"
"US","37.233334","-80.416664","Blacksburg"
"US","45.183334","-109.1","Bear Creek"
"PH","10.644815","122.93359","Bacolod"
"US","37.70111","-112.13528","Bryce"
"CF","6.75","18.416668","Bouca"
"GY","6.55","-58.55","Bemichi"
"TL","-8.491667","126.39972","Baucau"
"AU","-23.559168","145.30194","Barcaldine"
"US","39","-106","Baca Grande"
"AU","-17.4","144.16667","Bolwarra"
"CR","10.833333","-82.96667","Barra Colorado"
"RO","46.59861","26.881945","Bacau"
"ES","41.387917","2.1699187","Barcelona"
"ET","5.783333","36.55","Jinka"
"PG","-5.85","146.48334","Bambu"
"LY","27.683332","14.216667","Brack"
"BR","-8.75","-67.38333","Boca Do Acre"
"US","29.966667","-90","Belle Chasse"
"US","26.35","-80.083336","Boca Raton"
"NG","10.366667","9.8","Bauchi"
"BZ","17.266666","-88.78333","Belmopan"
"MZ","-21.884722","35.425","Benguera Island"
"RU","53.933334","58.333332","Beloreck"
"ET","6.216667","36.666668","Bulchi"
"AU","-13.783333","137.8","Bickerton Island"
"BM","32.3582815","-64.680683","Bermuda"
"AU","-24.898708","152.32187","Bundaberg"
"BR","-5.466667","-45.266666","Barra Do Corda"
"AU","-10.148655","142.17166","Badu Island"
"US","48.72278","-94.60694","Baudette"
"US","41.183334","-89.65","Bradford"
"US","37.61667","-109.48333","Blanding"
"IR","26.529486","54.829147","Bandar Lengeh"
"SC","-3.716667","55.216667","Bird Island"
"ID","-3.43804","114.75425","Banjarmasin"
"CI","8.033333","-2.8","Bondoukou"
"TR","40.318333","27.977222","Bandirma"
"PK","24.633333","68.9","Badin"
"ID","-6.904648","107.58178","Bandung"
"NP","26.533333","88.083336","Bhadrapur"
"IN","22.329077","73.2157","Vadodara"
"US","41.164165","-73.12444","Bridgeport"
"IT","40.6361753","17.9389909","Brindisi"
"CD","4.083333","22.45","Gbadolite"
"NO","69.056114","18.54","Bardufoss"
"CD","-7","29.8","Moba"
"AU","-17.3","127.46667","Bedford Downs"
"US","45.466667","-105.36667","Broadus"
"US","43.11667","-124.416664","Bandon"
"PG","-6.333333","146.95","Baindoung"
"PG","-8.65","146.48334","Bereina"
"GB","57.473415","-7.376028","Benbecula"
"US","42.470833","-71.29","Bedford/Hanscom"
"AU","-16.966667","122.666664","Beagle Bay"
"NI","11.996944","-83.76861","Bluefields"
"RS","44.802416","20.465601","Belgrade"
"US","42.127777","-86.42833","Benton Harbor"
"ET","9.391667","34.533333","Beica"
"ID","2.166667","117.7","Berau"
"IN","26.216667","81.23333","Bareli"
"BR","-1.389865","-48.480003","Belem"
"CF","0","0","Bossembele"
"LY","32.085423","20.26489","Benghazi"
"IN","15.183333","76.9","Bellary"
"GB","52.35","0.766667","Bury St Edmunds"
"DE","52.5234051","13.4113999","Berlin"
"FR","48.445374","-4.415827","Brest"
"US","60.7922222","-161.7558333","Bethel"
"AU","-24.23","139.445","Bedourie"
"IL","31.25","34.8","Beer Sheba"
"MZ","-19.798805","34.90192","Beira"
"GB","51.63333","-1.083333","Benson"
"LB","33.826073","35.49308","Beirut"
"KI","-1.333333","176","Beru"
"PY","-20.232779","-58.170277","Bahia Negra"
"US","58.183334","-152.13333","Blue Fox Bay"
"AU","-15.9","145.33333","Bloomfield"
"US","41.802223","-78.63944","Bradford"
"DE","52.016666","8.55","Bielefeld"
"US","41.87528","-103.60111","Scottsbluff"
"US","37.545834","-110.71333","Bullfrog Basin"
"BR","-25.4025","-49.23389","Curitiba"
"FJ","0","0","Ba"
"US","35.429626","-119.04533","Bakersfield"
"ZA","-29.095854","26.297516","Bloemfontein"
"ZW","-21.009167","31.579166","Buffalo Range"
"US","40.766666","-80.4","Beaver Falls"
"PA","7.583333","-78.166664","Bahia Pinas"
"US","38.86667","-86.48333","Bedford"
"GB","54.5972686","-5.9301088","Belfast"
"US","32.41083","-80.635","Beaufort"
"CN","32.95","117.333336","Bengbu"
"TH","15.226944","103.25528","Buri Ram"
"DZ","35.171665","-0.589444","Sidi Belabbes"
"CM","5.483333","10.4","Bafoussam"
"CO","7.128045","-73.1814","Bucaramanga"
"GA","-0.106667","11.938889","Booue"
"PT","41.816666","-6.75","Braganca"
"US","35.65","-101.4","Borger"
"US","30.916668","-84.583336","Bainbridge"
"CF","4.396111","18.520279","Bangui"
"CI","6.7","-4.25","Bongouanou"
"MR","16.633333","-14.2","Boghe"
"BB","13.080732","-59.487835","Bridgetown"
